Hole Depth,Rate Of Penetration,Bit Depth,Time Of Penetration,Hook Load,Standpipe Pressure,Mud G/L Alarm State,Rotary RPM,Rotary Torque,Weight on Bit,On Bottom ROP,Total Mud Volume,Trip Tank Mud Volume,Line Wear,Pump 1 total strokes,Pump 2 total strokes,Total Pump Output,TotalPumpDisplacement,Block Height,Min Convertible Torque,Pump 3 total strokes,On Bottom Hours,Circulating Hours,Tool Face,Inclination,Azimuth,H2S,Nitrogen Pressure In,Nitrogen Volume In,Hydrocarbon Flow,MWD Temperature,Total Gas Return,MWD General Variable 1,Condensate Out,MWD General Variable 3,MWD General Variable 4,MWD Vibration XY Gamma,MWD Vibration Z Gamma,Over Pull,Fill Strokes,Total Fill Strokes,Min Pressure,Min Hook Load,Min Torque,Min RPM,Min WOB,Surface Stick Slip Index,MWD DYNAMIC INC,MWD DYNAMIC AZI,Pump Total Strokes Rate,Magnetic Toolface,Gravity Toolface,Cement Fluid Temp,MWD Vibration XYZ,Nitrogen Volume Out,Trip Tank 1 Low Threshold,Trip Tank 1 High Threshold,MWD Vibration Count,Trip Tank 2 Low Threshold,Trip Tank 2 High Threshold,Sensor Depth,Bit RPM,PVT Total Mud Gain/Loss,MWD General Variable 2,Flow Data air (cmf),Flow Data pressure (psig),Flow Data temp (F),AutoDriller On Bottom ROP Setpoint,Drilling Activity,AutoDriller Off Bottom ROP Limit,Trip Speed,Pump 4 total strokes,Total Strokes P1+P2+P3+P4,AutoDriller Status,Autodriller Sensitivity,Convertible Torque,MWD Vibration XYZ Gamma,MWD General Variable 5,MWD General Variable 6,MWD General Variable 7,MWD General Variable 8,MWD General Variable 9,MWD General Variable 10,MWD General Variable 0,Relative MSE,Motor RPM,Differential Pressure,AutoDriller WOB,AutoDriller WOB SP,AutoDriller Brake Pos,AutoDriller Diff Press,AutoDriller Diff Press SP,TTS Weight on Bit,Min TTS Weight on Bit,AutoDriller Ticks Per Depth,P1 Rate,P2 Rate,PVT Mud Tanks Included,PVT Monitor Mud Gain/Loss,PVT Mud G/L Threshold,Trip Tank 1 Refill Status,Flow 1 G/L Threshold,Trip Tank Fill,Trip Tank Accum,YYYY/MM/DD,HH:MM:SS
2490,75.23,2490,0.8,47.7,493,0,44,1452.99,4,75.23,-999.25,-999.25,9142,0,0,0,0,11.4,2,0,2.9,4.6,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,491,47,1219,44,3,8,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,44,-999.25,-999.25,2788,508,110,0,1,0,8.66,0,0,0,0,1.453,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,492.9,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:14:15
2491,87.64,2491,0.68,47.5,494,0,44,1526.43,4.1,87.64,-999.25,-999.25,9142,0,0,0,0,10.4,2,0,2.9,4.6,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,493,46,1217,44,3.2,7.9,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,44,-999.25,-999.25,2792,510,110,0,1,0,8.66,0,0,0,0,1.526,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,494.3,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:14:31
2492,100.61,2492,0.6,47.6,498,0,44,1454.47,4.2,100.61,-999.25,-999.25,9142,0,0,0,0,9.4,2,0,2.9,4.6,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,494,46,1198,44,3.1,6.4,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,44,-999.25,-999.25,2786,513,110,0,1,0,8.66,0,0,0,0,1.454,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,498,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:14:48
2493,111.83,2493,0.54,47.3,501,0,44,1434.45,4.6,111.83,-999.25,-999.25,9142,0,0,0,0,8.4,2,0,2.9,4.6,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,498,46,1263,44,3.4,6.7,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,44,-999.25,-999.25,2785,516,111,0,1,0,8.66,0,0,0,0,1.434,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,501.1,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:15:03
2494,129.85,2494,0.46,47.7,503,0,44,1589.48,5.2,129.85,-999.25,-999.25,9142,0,0,0,0,7.4,2,0,2.9,4.6,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,501,45,1281,44,3.3,7.8,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,44,-999.25,-999.25,2775,518,111,0,1,0,8.66,0,0,0,0,1.589,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,503,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:15:15
2495,149.09,2495,0.4,47.7,503,0,44,1451.51,3.5,149.09,-999.25,-999.25,9142,0,0,0,0,6.3,2,0,2.9,4.6,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,502,47,1293,44,3,7.9,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,44,-999.25,-999.25,2779,519,111,0,1,0,8.66,0,0,0,0,1.452,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,503.1,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:15:29
2496,165.35,2496,0.36,47.8,502,0,44,1441.12,3.3,165.35,-999.25,-999.25,9142,0,0,0,0,5.3,2,0,2.9,4.6,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,500,47,1280,44,2.9,7.8,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,44,-999.25,-999.25,2800,518,111,0,1,0,8.66,0,0,0,0,1.441,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,501.7,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:15:41
2497,179.11,2497,0.33,47.8,500,0,44,1415.9,3.2,179.11,-999.25,-999.25,9142,0,0,0,0,4.5,2,0,2.9,4.6,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,497,47,1264,44,2.8,7.7,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,44,-999.25,-999.25,2786,515,112,0,1,0,8.66,0,0,0,0,1.416,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,499.6,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:15:53
2498,193.48,2498,0.31,47.8,497,0,44,1445.57,3.6,193.48,-999.25,-999.25,9142,0,0,0,0,3.5,2,0,2.9,4.6,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,496,47,1271,44,2.8,6.5,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,44,-999.25,-999.25,2795,514,112,0,1,0,8.66,0,0,0,0,1.446,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,497.1,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:16:06
2499,205.63,2499,0.29,47.3,497,0,44,1481.18,4.7,205.63,-999.25,-999.25,9142,0,0,0,0,2.5,2,0,2.9,4.6,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,495,46,1265,44,3.3,5.7,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,44,-999.25,-999.25,2795,513,112,0,1,0,8.66,0,0,0,0,1.481,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,497.1,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:16:18
2500,216.92,2500,0.28,46.7,501,0,44,1441.12,4.6,216.92,-999.25,-999.25,9142,0,0,0,0,1.4,2,0,2.9,4.6,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,497,46,1273,44,3.9,5,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,44,-999.25,-999.25,2781,515,112,0,1,0,8.66,0,0,0,0,1.441,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,500.7,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:16:30
2501,6.62,2501,9.07,50.8,422,0,38,1271.25,3.2,6.62,-999.25,-999.25,9143,0,0,0,0,31.3,1,0,2.9,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,420,50,828,34,1.9,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2798,440,92,0,1,0,8.66,0,0,0,0,1.271,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,422.2,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:57:30
2502,17.31,2502,3.47,50.3,438,0,39,1280.89,3.8,17.31,-999.25,-999.25,9143,0,0,0,0,30.6,1,0,2.9,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,422,49,1012,38,2.6,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,39,-999.25,-999.25,2789,451,93,0,1,0,8.66,0,0,0,0,1.281,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,437.9,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:57:48
2503,28.57,2503,2.1,49.5,456,0,39,1286.83,4,28.57,-999.25,-999.25,9143,0,0,0,0,29.6,1,0,2.9,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,438,49,1054,38,3.6,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,39,-999.25,-999.25,2807,468,93,0,1,0,8.66,0,0,0,0,1.287,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,456.1,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:58:04
2504,40.18,2504,1.49,49.4,469,0,38,1274.22,4.1,40.18,-999.25,-999.25,9143,0,0,0,0,28.6,1,0,2.9,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,456,49,1061,38,3.6,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2803,482,94,0,1,0,8.66,0,0,0,0,1.274,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,469,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:58:19
2505,55.1,2505,1.09,49.2,483,0,38,1456.7,5.8,55.1,-999.25,-999.25,9143,0,0,0,0,27.6,1,0,2.9,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,469,47,1074,38,3.8,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2804,494,95,0,1,0,8.66,0,0,0,0,1.457,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,482.7,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:58:40
2506,67.82,2506,0.88,49.5,488,0,38,1382.52,4.5,67.82,-999.25,-999.25,9143,0,0,0,0,26.5,2,0,3,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,483,49,1152,38,3.6,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2785,506,97,0,1,0,8.66,0,0,0,0,1.383,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,488.4,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:58:59
2507,79.26,2507,0.76,50.2,489,0,38,1341.72,4.4,79.26,-999.25,-999.25,9143,0,0,0,0,25.5,2,0,3,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,488,49,1167,38,3.5,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2794,507,98,0,1,0,4.33,0,0,0,0,1.342,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,488.8,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:59:17
2508,89.69,2508,0.67,50,489,0,39,1285.34,5.1,89.69,-999.25,-999.25,9143,0,0,0,0,24.5,1,0,3,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,488,48,1036,38,2.9,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,39,-999.25,-999.25,2795,507,99,0,1,0,8.66,0,0,0,0,1.285,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,488.8,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:59:32
2509,97.69,2509,0.61,48.7,493,0,39,1276.44,5,97.69,-999.25,-999.25,9143,0,0,0,0,23.5,1,0,3,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,489,48,1019,38,4.5,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,39,-999.25,-999.25,2786,508,100,0,1,0,8.66,0,0,0,0,1.276,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,492.6,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,18:59:43
2510,122.61,2510,0.49,49,499,0,39,1461.89,6.9,122.61,-999.25,-999.25,9143,0,0,0,0,22.5,1,0,3,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,493,46,1038,38,4,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,39,-999.25,-999.25,2789,515,101,0,1,0,8.66,0,0,0,0,1.462,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,499.4,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:00:02
2511,147.84,2511,0.41,49.4,505,0,38,1330.59,5.5,147.84,-999.25,-999.25,9143,0,0,0,0,21.6,1,0,3,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,499,48,1030,38,3.7,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2788,522,102,0,1,0,4.33,0,0,0,0,1.331,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,505,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:00:23
2512,161.53,2512,0.37,49.1,505,0,38,1285.34,4.4,161.53,-999.25,-999.25,9143,0,0,0,0,20.6,1,0,3,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,503,48,1090,38,3.7,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2787,523,103,0,1,0,8.66,0,0,0,0,1.285,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,505.1,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:00:36
2513,176.21,2513,0.34,49.1,503,0,38,1305.37,5,176.21,-999.25,-999.25,9143,0,0,0,0,19.6,1,0,3,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,502,48,1020,38,4,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2806,522,104,0,1,0,8.66,0,0,0,0,1.305,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,503.2,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:00:54
2514,186.96,2514,0.32,49.2,502,0,38,1246.77,4.5,186.96,-999.25,-999.25,9143,0,0,0,0,18.6,1,0,3,4.8,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,501,49,1090,38,3.9,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2801,521,105,0,1,0,8.66,0,0,0,0,1.247,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,501.9,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:01:09
2515,197.52,2515,0.3,49.2,501,0,38,1302.4,4.2,197.52,-999.25,-999.25,9143,0,0,0,0,17.6,2,0,3,4.9,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,501,49,1153,38,3.8,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2799,520,105,0,1,0,8.66,0,0,0,0,1.302,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,501.3,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:01:25
2516,204.13,2516,0.29,49.2,501,0,38,1241.58,4.4,204.13,-999.25,-999.25,9143,0,0,0,0,16.6,1,0,3,4.9,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,500,49,1068,38,3.8,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2797,519,106,0,1,0,8.66,0,0,0,0,1.242,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,500.8,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:01:36
2517,211.37,2517,0.28,49.2,502,0,38,1277.92,4.7,211.37,-999.25,-999.25,9143,0,0,0,0,15.6,1,0,3,4.9,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,500,48,1059,38,3.9,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2803,520,106,0,1,0,8.66,0,0,0,0,1.278,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,501.5,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:01:51
2518,216.42,2518,0.28,48.8,506,0,38,1272.73,4.8,216.42,-999.25,-999.25,9143,0,0,0,0,14.6,1,0,3,4.9,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,502,48,1080,38,4.2,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2795,522,107,0,1,0,8.66,0,0,0,0,1.273,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,505.7,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:02:05
2519,218.5,2519,0.27,48.5,513,0,38,1429.25,6,218.5,-999.25,-999.25,9143,0,0,0,0,13.6,1,0,3,4.9,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,506,47,1058,38,4.3,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2792,529,108,0,1,0,4.33,0,0,0,0,1.429,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,512.8,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:02:31
2520,219.7,2520,0.27,49.3,515,0,38,1346.91,4.8,219.7,-999.25,-999.25,9143,0,0,0,0,12.6,2,0,3,4.9,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,513,48,1122,38,3.7,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2799,533,109,0,1,0,8.66,0,0,0,0,1.347,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,514.6,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:02:46
2521,221.48,2521,0.27,49.2,513,0,38,1436.67,4.8,221.48,-999.25,-999.25,9143,0,0,0,0,11.5,2,0,3,4.9,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,506,48,1127,38,3.9,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2810,533,109,0,1,0,8.66,0,0,0,0,1.437,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,513.4,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:03:06
2522,222.99,2522,0.27,48.9,506,0,38,1327.63,5.1,222.99,-999.25,-999.25,9143,0,0,0,0,10.5,2,0,3,4.9,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,503,48,1158,38,4.2,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2815,526,110,0,1,0,4.33,0,0,0,0,1.328,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,506.1,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:03:22
2523,223.99,2523,0.27,49.3,503,0,38,1411.45,5.2,223.99,-999.25,-999.25,9143,0,0,0,0,9.5,2,0,3,4.9,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,502,48,1141,38,4,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2806,522,110,0,1,0,8.66,0,0,0,0,1.411,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,502.7,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:03:39
2524,224.03,2524,0.27,49.5,503,0,38,1458.93,6.1,224.03,-999.25,-999.25,9143,0,0,0,0,8.5,1,0,3,4.9,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,502,47,1087,38,3.8,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2816,521,111,0,1,0,8.66,0,0,0,0,1.459,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,503.2,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:04:00
2525,222.82,2525,0.27,49.5,505,0,38,1418.13,4.5,222.82,-999.25,-999.25,9143,0,0,0,0,7.5,2,0,3,4.9,1234,2.9,154.06,1,1,0.9,0,-999.25,1,-999.25,0.84,-999.25,-999.25,-999.25,-999.25,0,0,0,501,48,1116,38,3.5,-999.25,0,0,0,234,26,-999.25,-999.25,0.5,0,0,-999.25,0,0,0,38,-999.25,-999.25,2801,523,111,0,1,0,8.66,0,0,0,0,1.418,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,504.6,-999.25,0,-999.25,-999.25,0,0,0,-999.25,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/12/2015,19:04:18
