Hole Depth,Rate Of Penetration,Bit Depth,Time Of Penetration,Hook Load,Standpipe Pressure,Mud G/L Alarm State,Rotary RPM,Rotary Torque,Weight on Bit,On Bottom ROP,Total Mud Volume,Trip Tank Mud Volume,Line Wear,Pump 1 total strokes,Pump 2 total strokes,Total Pump Output,TotalPumpDisplacement,Block Height,Pump 3 total strokes,On Bottom Hours,Circulating Hours,Tool Face,Inclination,Azimuth,H2S,Nitrogen Pressure In,Nitrogen Volume In,Hydrocarbon Flow,Nitrogen Volume Out,Total Gas Return,Condensate Out,Over Pull,Fill Strokes,Total Fill Strokes,Min Pressure,Min Hook Load,Min Torque,Min RPM,Min WOB,Surface Stick Slip Index,MWD DYNAMIC INC,MWD DYNAMIC AZI,Pump Total Strokes Rate,Magnetic Toolface,Gravity Toolface,Bit RPM,Trip Tank 1 Low Threshold,Trip Tank 1 High Threshold,Trip Tank 2 Low Threshold,Trip Tank 2 High Threshold,Sensor Depth,PVT Total Mud Gain/Loss,Differential Pressure,Flow Data air (cmf),Flow Data pressure (psig),Flow Data temp (F),TTS Weight on Bit,Drilling Activity,AutoDriller Off Bottom ROP Limit,Trip Speed,Pump 4 total strokes,Total Strokes P1+P2+P3+P4,AutoDriller Status,Autodriller Sensitivity,Convertible Torque,Min Convertible Torque,Motor RPM,AutoDriller WOB SP,AutoDriller Diff Press SP,AutoDriller On Bottom ROP Setpoint,Min TTS Weight on Bit,P1 Rate,P2 Rate,PVT Mud Tanks Included,PVT Monitor Mud Gain/Loss,PVT Mud G/L Threshold,Trip Tank 1 Refill Status,Flow 1 G/L Threshold,Trip Tank Fill,Trip Tank Accum,YYYY/MM/DD,HH:MM:SS,Memos,Extra1,Extra2,Extra3
4193,98.57,4193,0.61,71.1,473,0,44,1929.97,4.9,98.57,-999.25,-999.25,8842,0,0,0,0,13,0,33.8,54.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,469,70,1305,43,3.5,11.7,0,0,0,234,26,44,0,0,0,0,0,-999.25,473.3,2471,495,118,0,1,0,4.33,0,0,0,0,1.93,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,10:44:27,,,,
4194,97.2,4194,0.62,71.2,471,0,44,1846.89,5.2,97.2,-999.25,-999.25,8842,0,0,0,0,12,0,33.9,54.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,469,69,1296,43,3.3,12.6,0,0,0,234,26,44,0,0,0,0,0,-999.25,471.4,2467,493,119,0,1,0,4.33,0,0,0,0,1.847,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,10:45:04,,,,
4195,96.68,4195,0.62,71.3,471,0,44,1944.07,5.2,96.68,-999.25,-999.25,8843,0,0,0,0,11,0,33.9,54.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,470,69,1341,43,3.2,12.4,0,0,0,234,26,44,0,0,0,0,0,-999.25,471.2,2465,493,119,0,1,0,4.33,0,0,0,0,1.944,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,10:45:42,,,,
4196,93.13,4196,0.64,71.4,471,0,44,1863.21,5.2,93.13,-999.25,-999.25,8843,0,0,0,0,10,0,33.9,54.8,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,470,69,1314,43,3.1,10.1,0,0,0,234,26,44,0,0,0,0,0,-999.25,471,2472,493,120,0,1,0,4.33,0,0,0,0,1.863,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,10:46:12,,,,
4197,93.62,4197,0.64,71.3,472,0,44,1857.28,5.2,93.62,-999.25,-999.25,8843,0,0,0,0,8.9,0,33.9,54.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,470,69,1179,43,3.3,11.6,0,0,0,234,26,44,0,0,0,0,0,-999.25,471.6,2471,494,120,0,1,0,4.33,0,0,0,0,1.857,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,10:46:54,,,,
4198,95.21,4198,0.63,71.1,470,0,44,1794.96,5.3,95.21,-999.25,-999.25,8843,0,0,0,0,7.9,0,33.9,54.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,469,69,1323,43,3.4,13.7,0,0,0,234,26,44,0,0,0,0,0,-999.25,470.3,2466,493,120,0,1,0,4.33,0,0,0,0,1.795,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,10:47:37,,,,
4199,96.59,4199,0.62,70.9,469,0,44,1787.55,5.3,96.59,-999.25,-999.25,8843,0,0,0,0,6.9,0,33.9,54.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,465,69,1312,43,3.6,11.9,0,0,0,234,26,44,0,0,0,0,0,-999.25,468.7,2458,491,120,0,1,0,4.33,0,0,0,0,1.788,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,10:48:27,,,,
4200,95.93,4200,0.63,70.8,465,0,44,1743.04,5.5,95.93,-999.25,-999.25,8843,0,0,0,0,5.9,0,33.9,54.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,463,69,1260,43,3.7,9.9,0,0,0,234,26,44,0,0,0,0,0,-999.25,464.8,2456,488,121,0,1,0,4.33,0,0,0,0,1.743,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,10:49:02,,,,
4201,92.55,4201,0.65,70.7,470,0,44,1785.32,5.8,92.55,-999.25,-999.25,8843,0,0,0,0,5,0,33.9,54.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,463,69,1273,43,3.9,9,0,0,0,234,26,44,0,0,0,0,0,-999.25,469.8,2458,493,121,0,1,0,4.33,0,0,0,0,1.785,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,10:49:57,,,,
4202,84.58,4202,0.71,70.8,470,0,44,1728.94,5.6,84.58,-999.25,-999.25,8843,0,0,0,0,4,0,33.9,54.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,468,69,1230,43,3.7,7.9,0,0,0,234,26,44,0,0,0,0,0,-999.25,469.5,2462,492,121,0,1,0,4.33,0,0,0,0,1.729,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,10:50:52,,,,
4203,77.97,4203,0.77,70.7,468,0,44,1816.48,5.8,77.97,-999.25,-999.25,8843,0,0,0,0,3,0,34,54.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,467,69,1195,43,3.8,7.2,0,0,0,234,26,44,0,0,0,0,0,-999.25,468.4,2450,491,121,0,1,0,4.33,0,0,0,0,1.816,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,10:51:36,,,,
4204,74.43,4204,0.81,70.5,468,0,44,1839.47,5.7,74.43,-999.25,-999.25,8843,0,0,0,0,2,0,34,54.9,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,465,69,1265,43,4,10.7,0,0,0,234,26,44,0,0,0,0,0,-999.25,468.5,2460,492,121,0,1,0,4.33,0,0,0,0,1.839,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,10:52:37,Connection at 4205.8,,,
4205,71.27,4205,0.84,70.9,465,0,44,1723.75,5.7,71.27,-999.25,-999.25,8843,0,0,0,0,1,0,34,55,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,463,69,1249,43,3.7,14.5,0,0,0,234,26,44,0,0,0,0,0,-999.25,465.5,2463,490,121,0,1,0,4.33,0,0,0,0,1.724,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,10:53:27,ZWOB from SideKick sk-06-03-3887,,,
4206,9.27,4206,6.47,72.9,409,0,42,1524.95,3.8,9.27,-999.25,-999.25,8843,0,0,0,0,31,0,34,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,386,71,1024,41,1.9,7.3,0,0,0,234,26,42,0,0,0,0,0,-999.25,409.2,2454,430,107,0,1,0,4.33,0,0,0,0,1.525,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:00:42,,,,
4207,19.18,4207,3.13,71.5,425,0,42,1612.48,4.2,19.18,-999.25,-999.25,8843,0,0,0,0,30,0,34,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,409,70,1186,41,3.2,-999.25,0,0,0,234,26,42,0,0,0,0,0,-999.25,425,2457,444,107,0,1,0,8.66,0,0,0,0,1.612,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:01:05,,,,
4208,29.96,4208,2,71.4,438,0,41,1526.43,4.6,29.96,-999.25,-999.25,8843,0,0,0,0,29,0,34,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,425,70,1205,41,3.4,6.9,0,0,0,234,26,41,0,0,0,0,0,-999.25,438,2442,459,107,0,1,0,8.66,0,0,0,0,1.526,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:01:27,,,,
4209,41.37,4209,1.45,71.1,450,0,41,1716.33,5.7,41.37,-999.25,-999.25,8843,0,0,0,0,28,0,34,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,438,69,1247,41,3.7,6.9,0,0,0,234,26,41,0,0,0,0,0,-999.25,449.6,2456,470,108,0,1,0,4.33,0,0,0,0,1.716,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:01:48,,,,
4210,55.32,4210,1.08,71.2,462,0,41,1744.52,5.6,55.32,-999.25,-999.25,8843,0,0,0,0,27,0,34,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,450,69,1218,41,3.6,9,0,0,0,234,26,41,0,0,0,0,0,-999.25,462.1,2462,484,110,0,1,0,4.33,0,0,0,0,1.745,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:02:17,,,,
4211,68.97,4211,0.87,70.8,470,0,41,1721.52,5.5,68.97,-999.25,-999.25,8843,0,0,0,0,26,0,34,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,462,69,1316,41,4,9.3,0,0,0,234,26,41,0,0,0,0,0,-999.25,469.6,2461,490,110,0,1,0,4.33,0,0,0,0,1.722,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:02:40,,,,
4212,91.04,4212,0.66,70.9,478,0,42,1817.96,5.5,91.04,-999.25,-999.25,8843,0,0,0,0,25,0,34,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,470,69,1289,41,3.9,9.3,0,0,0,234,26,42,0,0,0,0,0,-999.25,477.9,2461,497,111,0,1,0,8.66,0,0,0,0,1.818,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:03:04,,,,
4213,104.28,4213,0.58,71.6,482,0,42,1500.47,4.3,104.28,-999.25,-999.25,8843,0,0,0,0,23.9,0,34,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,478,70,1215,41,3.2,8.9,0,0,0,234,26,42,0,0,0,0,0,-999.25,482.2,2462,502,112,0,1,0,8.66,0,0,0,0,1.5,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:03:18,,,,
4214,124.05,4214,0.48,70.4,489,0,42,1671.08,5.6,124.05,-999.25,-999.25,8843,0,0,0,0,22.9,0,34.1,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,482,69,1295,41,3.9,9.1,0,0,0,234,26,42,0,0,0,0,0,-999.25,488.8,2462,509,113,0,1,0,4.33,0,0,0,0,1.671,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:03:43,,,,
4215,139.01,4215,0.43,70.4,494,0,42,1677.02,6.5,139.01,-999.25,-999.25,8843,0,0,0,0,21.9,0,34.1,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,489,68,1323,41,4.6,6.3,0,0,0,234,26,42,0,0,0,0,0,-999.25,494.2,2466,515,114,0,1,0,4.33,0,0,0,0,1.677,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:04:10,,,,
4216,146.81,4216,0.41,70.6,497,0,42,1543.49,5.1,146.81,-999.25,-999.25,8843,0,0,0,0,21.1,0,34.1,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,494,70,1281,41,4.2,5.6,0,0,0,234,26,42,0,0,0,0,0,-999.25,497.2,2465,519,115,0,1,0,8.66,0,0,0,0,1.543,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:04:30,,,,
4217,153.5,4217,0.39,70.6,500,0,42,1448.54,4.7,153.5,-999.25,-999.25,8843,0,0,0,0,20.1,0,34.1,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,497,70,1202,41,4.2,6.2,0,0,0,234,26,42,0,0,0,0,0,-999.25,499.9,2469,521,116,0,1,0,8.66,0,0,0,0,1.449,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:04:51,,,,
4218,157.15,4218,0.38,70.7,501,0,42,1500.47,5.1,157.15,-999.25,-999.25,8843,0,0,0,0,19,0,34.1,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,500,70,1211,41,4.1,6.4,0,0,0,234,26,42,0,0,0,0,0,-999.25,501.2,2468,523,116,0,1,0,8.66,0,0,0,0,1.5,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:05:10,,,,
4219,160.01,4219,0.37,70.9,503,0,42,1489.34,4.5,160.01,-999.25,-999.25,8843,0,0,0,0,18,0,34.1,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,501,70,1104,41,3.9,8.5,0,0,0,234,26,42,0,0,0,0,0,-999.25,502.6,2470,524,117,0,1,0,8.66,0,0,0,0,1.489,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:05:30,,,,
4220,161.58,4220,0.37,70.8,503,0,42,1412.93,4.2,161.58,-999.25,-999.25,8843,0,0,0,0,17,0,34.1,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,502,71,1076,41,3.9,8.8,0,0,0,234,26,42,0,0,0,0,0,-999.25,502.8,2461,525,118,0,1,0,8.66,0,0,0,0,1.413,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:05:45,,,,
4221,163.06,4221,0.37,70.8,503,0,42,1757.87,5.3,163.06,-999.25,-999.25,8843,0,0,0,0,16,0,34.1,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,503,69,882,41,4,10.8,0,0,0,234,26,42,0,0,0,0,0,-999.25,502.8,2454,525,118,0,1,0,8.66,0,0,0,0,1.758,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:06:02,,,,
4222,165.28,4222,0.36,70.6,503,0,42,1403.29,4.9,165.28,-999.25,-999.25,8843,0,0,0,0,15,0,34.1,55.1,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,503,70,1046,42,4.2,31.9,0,0,0,234,26,42,0,0,0,0,0,-999.25,503.5,2463,525,119,0,1,0,8.66,0,0,0,0,1.403,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:06:19,,,,
4223,168.78,4223,0.36,71,504,0,42,1396.61,4.9,168.78,-999.25,-999.25,8843,0,0,0,0,14,0,34.1,55.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,503,69,1056,42,3.8,32.2,0,0,0,234,26,42,0,0,0,0,0,-999.25,504.5,2449,526,119,0,1,0,8.66,0,0,0,0,1.397,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:06:35,,,,
4224,173.61,4224,0.35,70.8,505,0,42,1615.45,5.6,173.61,-999.25,-999.25,8843,0,0,0,0,13,0,34.1,55.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,505,69,1090,41,4.1,32.2,0,0,0,234,26,42,0,0,0,0,0,-999.25,505.3,2455,527,120,0,1,0,4.33,0,0,0,0,1.615,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:06:49,,,,
4225,179.27,4225,0.33,71,506,0,42,1616.93,5.2,179.27,-999.25,-999.25,8843,0,0,0,0,12,0,34.1,55.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,505,70,1050,41,3.9,13.5,0,0,0,234,26,42,0,0,0,0,0,-999.25,506,2455,529,120,0,1,0,8.66,0,0,0,0,1.617,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:07:05,,,,
4226,184.62,4226,0.32,70.8,507,0,42,1545.72,4.8,184.62,-999.25,-999.25,8843,0,0,0,0,11,0,34.1,55.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,506,70,1158,41,3.9,16.8,0,0,0,234,26,42,0,0,0,0,0,-999.25,506.9,2454,529,121,0,1,0,8.66,0,0,0,0,1.546,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:07:19,,,,
4227,191.63,4227,0.31,71,508,0,42,1702.24,5.9,191.63,-999.25,-999.25,8843,0,0,0,0,10,0,34.1,55.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,507,69,1047,41,3.8,16.7,0,0,0,234,26,42,0,0,0,0,0,-999.25,507.8,2453,530,121,0,1,0,8.66,0,0,0,0,1.702,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:07:36,,,,
4228,196.89,4228,0.3,70.7,508,0,42,1410.71,4.6,196.89,-999.25,-999.25,8843,0,0,0,0,8.9,0,34.1,55.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,508,70,1106,41,4.1,17.7,0,0,0,234,26,42,0,0,0,0,0,-999.25,508.3,2451,531,121,0,1,0,8.66,0,0,0,0,1.411,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:07:49,,,,
4229,2.63,4229,22.83,72.3,509,0,43,1399.58,4.9,2.63,-999.25,-999.25,8843,0,0,0,0,7.5,0,34.1,55.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,479,70,1095,42,1.9,-999.25,0,0,0,234,26,43,0,0,0,0,0,-999.25,509,2475,532,123,0,1,0,4.33,0,0,0,0,1.4,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:09:22,,,,
4230,8.94,4230,6.71,70.8,479,0,43,1450.02,4.7,8.94,-999.25,-999.25,8843,0,0,0,0,6.9,0,34.2,55.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,478,70,1231,42,4,4,0,0,0,234,26,43,0,0,0,0,0,-999.25,479.1,2461,503,123,0,1,0,4.33,0,0,0,0,1.45,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:09:48,,,,
4231,17.74,4231,3.38,70.8,485,0,43,1471.54,4.7,17.74,-999.25,-999.25,8843,0,0,0,0,6.1,0,34.2,55.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,479,70,1234,42,4,4.2,0,0,0,234,26,43,0,0,0,0,0,-999.25,484.7,2453,507,123,0,1,0,4.33,0,0,0,0,1.472,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:10:16,,,,
4232,39.01,4232,1.54,70.9,487,0,43,1743.78,5.8,39.01,-999.25,-999.25,8843,0,0,0,0,5,0,34.2,55.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,483,69,1192,42,4,8.6,0,0,0,234,26,43,0,0,0,0,0,-999.25,486.6,2464,510,123,0,1,0,4.33,0,0,0,0,1.744,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:11:11,,,,
4233,58.9,4233,1.02,71.1,483,0,43,1699.27,5.5,58.9,-999.25,-999.25,8843,0,0,0,0,4,0,34.2,55.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,477,69,1285,42,3.7,9.7,0,0,0,234,26,43,0,0,0,0,0,-999.25,482.8,2461,505,123,0,1,0,4.33,0,0,0,0,1.699,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:11:46,,,,
4234,71.94,4234,0.83,70.9,478,0,43,1513.82,4.5,71.94,-999.25,-999.25,8843,0,0,0,0,3,0,34.2,55.2,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,476,70,1149,42,3.9,9.9,0,0,0,234,26,43,0,0,0,0,0,-999.25,477.6,2456,499,123,0,1,0,4.33,0,0,0,0,1.514,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:12:09,,,,
4235,84.7,4235,0.71,70.5,483,0,43,1697.79,6.3,84.7,-999.25,-999.25,8843,0,0,0,0,2,0,34.2,55.3,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,478,68,1214,42,4.3,7.6,0,0,0,234,26,43,0,0,0,0,0,-999.25,483.2,2453,505,124,0,1,0,4.33,0,0,0,0,1.698,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:12:38,,,,
4236,97.29,4236,0.62,70.7,485,0,43,1718.56,6.3,97.29,-999.25,-999.25,8843,0,0,0,0,1,0,34.2,55.3,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,482,69,1174,42,4.1,8.3,0,0,0,234,26,43,0,0,0,0,0,-999.25,484.7,2448,507,124,0,1,0,4.33,0,0,0,0,1.719,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:13:32,Connection at 4237.1,ZWOB from SideKick sk-06-03-3887,,
4237,9.21,4237,6.51,72.9,414,0,41,1565,3.9,9.21,-999.25,-999.25,8843,0,0,0,0,31.3,0,34.2,55.4,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,389,72,1081,40,2.5,6.7,0,0,0,234,26,41,0,0,0,0,0,-999.25,414.4,2446,434,110,0,1,0,4.33,0,0,0,0,1.565,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:21:10,,,,
4238,18.21,4238,3.29,72.5,426,0,41,1447.8,3.9,18.21,-999.25,-999.25,8843,0,0,0,0,30.3,0,34.2,55.4,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,415,72,1079,40,2.9,-999.25,0,0,0,234,26,41,0,0,0,0,0,-999.25,426.4,2436,443,109,0,1,0,8.66,0,0,0,0,1.448,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:21:30,,,,
4239,27.02,4239,2.22,72.3,436,0,41,1451.51,4,27.02,-999.25,-999.25,8843,0,0,0,0,29.3,0,34.2,55.4,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,427,71,1159,40,3.1,-999.25,0,0,0,234,26,41,0,0,0,0,0,-999.25,436,2444,455,110,0,1,0,8.66,0,0,0,0,1.452,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:21:45,,,,
4240,38.86,4240,1.54,72.5,448,0,41,1807.57,5,38.86,-999.25,-999.25,8843,0,0,0,0,28.3,0,34.2,55.4,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,436,70,1140,40,3,10.2,0,0,0,234,26,41,0,0,0,0,0,-999.25,447.6,2426,466,111,0,1,0,8.66,0,0,0,0,1.808,2,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:22:04,,,,
4241,50.86,4241,1.18,72.5,458,0,41,1438.15,4.9,50.86,-999.25,-999.25,8843,0,0,0,0,27.3,0,34.2,55.4,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,448,72,984,40,2.9,14.6,0,0,0,234,26,41,0,0,0,0,0,-999.25,458.2,2452,477,111,0,1,0,8.66,0,0,0,0,1.438,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:22:23,,,,
4242,63.63,4242,0.94,72.4,467,0,41,1613.22,3.7,63.63,-999.25,-999.25,8843,0,0,0,0,26.3,0,34.3,55.4,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,458,72,874,40,3,26.4,0,0,0,234,26,41,0,0,0,0,0,-999.25,466.8,2436,487,112,0,1,0,8.66,0,0,0,0,1.613,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:22:44,,,,
4243,73.98,4243,0.81,72.6,472,0,41,1538.3,3.7,73.98,-999.25,-999.25,8843,0,0,0,0,25.2,0,34.3,55.4,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,467,72,903,40,2.9,27.5,0,0,0,234,26,41,0,0,0,0,0,-999.25,472.1,2446,492,113,0,1,0,8.66,0,0,0,0,1.538,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:23:00,,,,
4244,93.68,4244,0.64,72.9,478,0,41,1285.34,3.5,93.68,-999.25,-999.25,8843,0,0,0,0,24.2,0,34.3,55.4,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,472,72,994,40,2.6,-999.25,0,0,0,234,26,41,0,0,0,0,0,-999.25,478.2,2454,499,114,0,1,0,4.33,0,0,0,0,1.285,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:23:19,,,,
4245,111.56,4245,0.54,72.5,483,0,41,1412.19,3.9,111.56,-999.25,-999.25,8843,0,0,0,0,23.2,0,34.3,55.4,1234,2.9,154.06,1,1,0.9,0,0.5,1,0.84,0,0,0,478,72,1033,40,2.9,25.6,0,0,0,234,26,41,0,0,0,0,0,-999.25,482.8,2442,503,114,0,1,0,8.66,0,0,0,0,1.412,1,0,0,0,0,0,0,0,-999.25,-999.25,0,-999.25,0,-999.25,-999.25,7/3/2015,11:23:33,,,,
